1059,969,1160,969,1160,1071,1059,1071
505,975,589,975,589,1071,505,1071
1344,975,1439,975,1439,1100,1344,1100
2040,975,2142,975,2142,1082,2040,1082
2183,987,2266,987,2266,1088,2183,1088
374,993,458,993,458,1106,374,1106
928,1047,1023,1047,1023,1178,928,1178
1195,1047,1303,1047,1303,1160,1195,1160
785,1053,886,1053,886,1172,785,1172
1886,1047,2017,1047,2017,1184,1886,1184
1612,1059,1725,1059,1725,1184,1612,1184
1059,1071,1166,1071,1166,1184,1059,1184
232,1076,339,1076,339,1172,232,1172
642,1082,749,1082,749,1326,642,1326
2040,1082,2147,1082,2147,1201,2040,1201
2183,1088,2272,1088,2272,1225,2183,1225
368,1094,470,1094,470,1207,368,1207
1344,1094,1433,1094,1433,1201,1344,1201
505,1112,606,1112,606,1219,505,1219
791,1154,886,1154,886,1297,791,1297
1201,1154,1309,1154,1309,1279,1201,1279
95,1160,202,1160,202,1285,95,1285
922,1166,1035,1166,1035,1392,922,1392
232,1172,339,1172,339,1297,232,1297
1065,1178,1160,1178,1160,1314,1065,1314
1487,1184,1582,1184,1582,1297,1487,1297
1618,1184,1725,1184,1725,1297,1618,1297
1904,1184,2011,1184,2011,1309,1904,1309
2040,1190,2147,1190,2147,1309,2040,1309
362,1195,476,1195,476,1523,362,1523
1344,1201,1445,1201,1445,1320,1344,1320
0,1219,53,1219,53,1392,0,1392
511,1219,612,1219,612,1445,511,1445
2177,1225,2272,1225,2272,1338,2177,1338
1201,1267,1303,1267,1303,1392,1201,1392
95,1273,196,1273,196,1392,95,1392
232,1285,339,1285,339,1410,232,1410
791,1291,892,1291,892,1410,791,1410
1618,1291,1731,1291,1731,1618,1618,1618
1904,1297,2005,1297,2005,1428,1904,1428
1047,1297,1172,1297,1172,1428,1047,1428
1475,1303,1588,1303,1588,1416,1475,1416
2046,1303,2147,1303,2147,1428,2046,1428
636,1309,755,1309,755,1451,636,1451
2177,1338,2278,1338,2278,1463,2177,1463
83,1380,202,1380,202,1624,83,1624
1201,1380,1309,1380,1309,1529,1201,1529
928,1392,1029,1392,1029,1511,928,1511
232,1398,333,1398,333,1535,232,1535
791,1404,892,1404,892,1523,791,1523
1469,1410,1594,1410,1594,1535,1469,1535
1767,1416,1856,1416,1856,1523,1767,1523
1904,1416,1999,1416,1999,1529,1904,1529
2052,1416,2142,1416,2142,1552,2052,1552
499,1428,624,1428,624,1552,499,1552
1059,1433,1178,1433,1178,1547,1059,1547
1344,1433,1445,1433,1445,1547,1344,1547
648,1439,761,1439,761,1558,648,1558
2183,1451,2266,1451,2266,1576,2183,1576
785,1511,892,1511,892,1642,785,1642
922,1511,1029,1511,1029,1630,922,1630
1749,1511,1874,1511,1874,1630,1749,1630
1195,1523,1309,1523,1309,1636,1195,1636
232,1529,345,1529,345,1654,232,1654
380,1529,464,1529,464,1666,380,1666
1065,1529,1166,1529,1166,1737,1065,1737
1469,1523,1594,1523,1594,1642,1469,1642
1909,1529,1999,1529,1999,1642,1909,1642
1338,1541,1439,1541,1439,1683,1338,1683
654,1547,755,1547,755,1666,654,1666
2046,1547,2153,1547,2153,1666,2046,1666
517,1552,612,1552,612,1666,517,1666
89,1618,202,1618,202,1743,89,1743
928,1618,1035,1618,1035,1743,928,1743
1624,1618,1725,1618,1725,1731,1624,1731
1773,1624,1874,1624,1874,1755,1773,1755
1184,1624,1309,1624,1309,1743,1184,1743
238,1636,327,1636,327,1755,238,1755
785,1636,892,1636,892,1749,785,1749
1481,1642,1582,1642,1582,1773,1481,1773
1904,1642,2011,1642,2011,1755,1904,1755
499,1654,624,1654,624,1779,499,1779
660,1660,749,1660,749,1767,660,1767
2046,1666,2147,1666,2147,1904,2046,1904
1338,1677,1445,1677,1445,1785,1338,1785
95,1731,202,1731,202,1868,95,1868
916,1731,1041,1731,1041,1844,916,1844
1612,1731,1725,1731,1725,1850,1612,1850
1195,1737,1291,1737,1291,1862,1195,1862
767,1737,898,1737,898,1856,767,1856
1065,1743,1166,1743,1166,1862,1065,1862
1767,1743,1862,1743,1862,1993,1767,1993
232,1755,327,1755,327,1874,232,1874
362,1755,470,1755,470,1886,362,1886
642,1755,761,1755,761,1874,642,1874
511,1767,606,1767,606,1981,511,1981
1487,1779,1582,1779,1582,1892,1487,1892
1344,1785,1439,1785,1439,1898,1344,1898
934,1838,1029,1838,1029,1963,934,1963
101,1850,196,1850,196,1975,101,1975
785,1850,892,1850,892,1963,785,1963
1065,1856,1172,1856,1172,1975,1065,1975
232,1862,333,1862,333,2005,232,2005
1201,1862,1309,1862,1309,1981,1201,1981
654,1868,761,1868,761,2017,654,2017
368,1874,470,1874,470,1993,368,1993
1481,1874,1588,1874,1588,2005,1481,2005
1898,1874,2011,1874,2011,1981,1898,1981
1350,1898,1439,1898,1439,2028,1350,2028
2052,1904,2153,1904,2153,2011,2052,2011
1634,1938,1738,1947,1717,2184,1613,2175
785,1957,892,1957,892,2064,785,2064
922,1957,1035,1957,1035,2082,922,2082
1076,1957,1178,1957,1178,2094,1076,2094
90,1964,194,1959,206,2194,102,2199
1207,1969,1303,1969,1303,2070,1207,2070
1886,1963,2011,1963,2011,2094,1886,2094
511,1981,606,1981,606,2106,511,2106
1755,1987,1868,1987,1868,2094,1755,2094
238,1993,321,1993,321,2118,238,2118
368,1993,470,1993,470,2130,368,2130
1489,1989,1581,1995,1567,2223,1476,2218
636,2011,761,2011,761,2124,636,2124
1350,2011,1445,2011,1445,2338,1350,2338
2052,2011,2153,2011,2153,2136,2052,2136
785,2064,886,2064,886,2201,785,2201
928,2076,1035,2076,1035,2189,928,2189
1071,2088,1172,2088,1172,2201,1071,2201
1761,2088,1856,2088,1856,2207,1761,2207
499,2094,624,2094,624,2219,499,2219
238,2106,333,2106,333,2225,238,2225
377,2108,486,2114,473,2354,364,2348
636,2112,743,2112,743,2231,636,2231
1904,2112,2005,2112,2005,2213,1904,2213
2046,2130,2153,2130,2153,2249,2046,2249
922,2183,1041,2183,1041,2296,922,2296
1073,2179,1171,2185,1158,2413,1060,2408
1201,2183,1320,2183,1320,2409,1201,2409
95,2189,202,2189,202,2308,95,2308
785,2189,892,2189,892,2302,785,2302
1773,2207,1868,2207,1868,2409,1773,2409
1909,2207,2011,2207,2011,2344,1909,2344
238,2219,339,2219,339,2457,238,2457
499,2213,624,2213,624,2338,499,2338
1481,2219,1588,2219,1588,2457,1481,2457
636,2225,761,2225,761,2350,636,2350
2052,2237,2159,2237,2159,2463,2052,2463
922,2284,1029,2284,1029,2409,922,2409
1630,2290,1731,2290,1731,2415,1630,2415
95,2302,196,2302,196,2445,95,2445
791,2302,898,2302,898,2415,791,2415
1356,2320,1439,2320,1439,2445,1356,2445
493,2326,630,2326,630,2445,493,2445
1904,2332,2011,2332,2011,2451,1904,2451
374,2338,476,2338,476,2475,374,2475
648,2344,749,2344,749,2451,648,2451
791,2403,898,2403,898,2528,791,2528
1624,2403,1731,2403,1731,2546,1624,2546
928,2409,1047,2409,1047,2510,928,2510
1195,2403,1326,2403,1326,2534,1195,2534
1053,2409,1172,2409,1172,2528,1053,2528
1779,2421,1868,2421,1868,2540,1779,2540
509,2434,618,2429,627,2658,518,2662
654,2433,761,2433,761,2665,654,2665
1909,2433,2017,2433,2017,2647,1909,2647
95,2439,208,2439,208,2766,95,2766
1487,2445,1576,2445,1576,2665,1487,2665
238,2451,345,2451,345,2802,238,2802
1344,2451,1451,2451,1451,2546,1344,2546
2052,2451,2147,2451,2147,2558,2052,2558
376,2465,486,2470,475,2716,365,2711
797,2516,898,2516,898,2653,797,2653
934,2516,1017,2516,1017,2623,934,2623
1219,2522,1320,2522,1320,2647,1219,2647
1071,2528,1178,2528,1178,2766,1071,2766
1621,2529,1724,2527,1733,2873,1630,2876
1767,2534,1874,2534,1874,2647,1767,2647
1356,2558,1445,2558,1445,2677,1356,2677
940,2629,1041,2629,1041,2772,940,2772
791,2635,898,2635,898,2772,791,2772
1219,2635,1320,2635,1320,2754,1219,2754
511,2641,624,2641,624,2778,511,2778
654,2647,755,2647,755,2778,654,2778
1773,2647,1880,2647,1880,2778,1773,2778
1915,2647,1999,2647,1999,2778,1915,2778
2058,2653,2153,2653,2153,2760,2058,2760
1481,2659,1582,2659,1582,2778,1481,2778
1350,2677,1451,2677,1451,2790,1350,2790
376,2696,481,2692,492,2931,387,2936
928,2754,1041,2754,1041,2867,928,2867
785,2760,910,2760,910,2867,785,2867
2052,2760,2147,2760,2147,2885,2052,2885
89,2760,214,2760,214,2891,89,2891
1071,2766,1178,2766,1178,2873,1071,2873
1207,2766,1309,2766,1309,2873,1207,2873
1773,2766,1874,2766,1874,2885,1773,2885
523,2772,618,2772,618,2897,523,2897
636,2766,767,2766,767,2885,636,2885
238,2784,333,2784,333,2891,238,2891
1481,2784,1606,2784,1606,2897,1481,2897
1904,2784,2005,2784,2005,2897,1904,2897
1350,2796,1457,2796,1457,2915,1350,2915
654,2873,761,2873,761,2992,654,2992
791,2873,904,2873,904,2998,791,2998
1059,2867,1184,2867,1184,2998,1059,2998
1636,2873,1743,2873,1743,2986,1636,2986
1773,2873,1874,2873,1874,2992,1773,2992
533,2873,619,2882,604,3028,519,3020
1213,2879,1320,2879,1320,3004,1213,3004
2046,2879,2153,2879,2153,2992,2046,2992
95,2885,202,2885,202,3147,95,3147
238,2885,345,2885,345,3224,238,3224
1909,2885,2011,2885,2011,3010,1909,3010
1501,2888,1599,2892,1589,3132,1491,3128
934,2897,1041,2897,1041,3004,934,3004
1362,2909,1457,2909,1457,3010,1362,3010
654,2986,755,2986,755,3117,654,3117
1630,2986,1731,2986,1731,3230,1630,3230
791,2992,904,2992,904,3105,791,3105
928,2992,1029,2992,1029,3105,928,3105
1207,2992,1320,2992,1320,3123,1207,3123
1773,2992,1874,2992,1874,3117,1773,3117
2040,2992,2147,2992,2147,3117,2040,3117
1065,2998,1184,2998,1184,3105,1065,3105
380,3004,476,3004,476,3129,380,3129
1344,3004,1457,3004,1457,3123,1344,3123
1909,3010,1993,3010,1993,3123,1909,3123
511,3016,618,3016,618,3135,511,3135
934,3088,1029,3088,1029,3230,934,3230
1071,3099,1184,3099,1184,3224,1071,3224
785,3099,904,3099,904,3224,785,3224
374,3111,487,3111,487,3242,374,3242
660,3111,773,3111,773,3230,660,3230
1767,3111,1868,3111,1868,3218,1767,3218
2040,3111,2153,3111,2153,3242,2040,3242
1207,3117,1320,3117,1320,3236,1207,3236
1356,3123,1457,3123,1457,3242,1356,3242
1493,3123,1594,3123,1594,3242,1493,3242
95,3129,214,3129,214,3355,95,3355
517,3129,624,3129,624,3242,517,3242
1904,3129,2011,3129,2011,3242,1904,3242
1767,3218,1874,3218,1874,3337,1767,3337
1059,3224,1178,3224,1178,3332,1059,3332
1624,3224,1731,3224,1731,3337,1624,3337
380,3230,481,3230,481,3337,380,3337
791,3224,910,3224,910,3343,791,3343
934,3230,1041,3230,1041,3337,934,3337
1344,3224,1463,3224,1463,3355,1344,3355
226,3236,345,3236,345,3355,226,3355
666,3236,767,3236,767,3349,666,3349
1219,3236,1314,3236,1314,3349,1219,3349
1493,3236,1600,3236,1600,3349,1493,3349
1904,3236,2011,3236,2011,3355,1904,3355
2046,3236,2142,3236,2142,3349,2046,3349
511,3242,630,3242,630,3355,511,3355
2034,3337,2147,3337,2147,3456,2034,3456
95,3343,208,3343,208,3474,95,3474
660,3343,773,3343,773,3462,660,3462
797,3343,916,3343,916,3468,797,3468
362,3349,493,3349,493,3462,362,3462
1207,3349,1320,3349,1320,3456,1207,3456
1350,3349,1457,3349,1457,3468,1350,3468
238,3355,345,3355,345,3445,238,3445
505,3349,642,3349,642,3468,505,3468
1065,3355,1195,3355,1195,3456,1065,3456
1624,3355,1743,3355,1743,3462,1624,3462
1755,3361,1886,3361,1886,3462,1755,3462
1880,3361,2011,3361,2011,3468,1880,3468
1463,3367,1600,3367,1600,3462,1463,3462
